input	result
what are the sites which will be very helpful to me as an economics major? Answer: Wall Street Journal Online	Education and Reference
what are the solutions i can come up with sea being polluted in goa? Answer: else u go to court to force the govt to make a rule else make a association to make people aware of about this	Health
what is the genus of the rugose coral? Answer: There is no single answer to this question.  There were many genera of rugose corals.  The question is a bit like asking What is the genus of the mammal?	Science and Mathematics
What is wrong with Republicans? Answer: That they tolerate ignorance.  A thinking open individual cannot be all one side and none of the other.    Lack of finding the middle ground and tolerance of other ideas is a problem with BOTH parties.	Politics and Government
who would you say that the best clown in the uk is ? Answer: Tony Blair	Entertainment and Music
where to find the most accurate spanish (mexico)translations for free? Answer: babelfish is by far the best.  www.babelfish.altavista.com	Computers and Internet
are there any common household pill to take to get high? Answer: Liquid Nyquil always makes me feel dopey... but..I'm a lightweight	Entertainment and Music
which countries have atom bomb power? Answer: Declared nuclear weapons states   United States  Russia (formerly the Soviet Union)  United Kingdom  France  China  India  Pakistan  North Korea  Undeclared nuclear weapons states  Israel	Science and Mathematics
I NEED HELP Please? Answer: its not just homeschooled its being homeschooled i've been homeschooled all my life and i'm dying to go to  highschool i'm in the 10th grade...unless your parents have the time and are willing to theres no chance...ask them see what they say.. being homechooled isn't a peice of cake	Education and Reference
What number goes into both 75 & 390? Answer: didny know there where that many brainy people	Science and Mathematics
What is My number? Answer: this can be a host of numbers. eg 2 * 3 * 5 = 60  too many possibilities to come up with one solution	Science and Mathematics
how do i find a list of police officers for the city and county? Answer: Just call the dispatch office for that area and ask if he/she works their or if they know where the officer works.	Politics and Government
Who to start at RB week 10? Answer: Mo Maurice and Julius Jones	Sports
what is the difference between net income and gross income? Answer: one is before tax (gross) the other is after tax (net)	Business and Finance
whats the best 80s record? Answer: Thriller by Michael Jackson	Entertainment and Music
Who is the oldest person in the world? Answer: Sometimes I think it's me.	Society and Culture
Can unicorns fly? Answer: NO  only Pegasus can!	Society and Culture
i've need to know thwe name of an Ukranian river that borns near Leopoli and end in the pripet river.? Answer: I believe you are looking for the Goryn river	Education and Reference
what is a word that has to do with turtles that starts with the letter g? Answer: GREEN!!	Education and Reference
how do i construct a 120 degree angle? Answer: Create a triangle which 3 equal sides. Than all angels would be of 120 degrees. You can do it by taking 3 equally sizes sticks and building a triangle if you are looking for a physical angle.	Education and Reference
Is Bam Margera your favorite skater? And do you think his hot? Answer: who?	Entertainment and Music
Do Asians too much care on respect (age) which becomes barrier in workplaces? Answer: Sometimes. But usually people will tell if anything's wrong and compliment if anything's right.	Society and Culture
how can i watch fifa world cup online for free? Answer: Someone said you could use ppstream to do it. I didn't dig deeper about the idea....	Sports
define image mode in photoshop cs? Answer: rpb grayscale indexed or locked  has to do with colouring and I guess ability to write.	Computers and Internet
does anybody have any info on rome? Answer: http://www.wsu.edu/~dee/ROME/CONTENTS.HTM  http://www.wsu.edu/~dee/ROME/HISTORY.HTM  http://www.legionxxiv.org/history/  www.roman-empire.net/children/history.html  http://www.historylink101.com/ancient_rome.htm  Hoep this helps.	Education and Reference
safe bet to not get a hangover ? Answer: Don't drink alcohol.	Health
I'm looking for a management seminar in Seattle. Anyone have any leads for where to start looking? Thanks! Answer: ama	Business and Finance
Why is the enzyme catalase still active in liver cells even when the cells are no longer living? Answer: beacuse catalase is found in peroxisomes and peroxisomes contain their own DNA and so peroxisomes in affect will continue to produce peroxide which needs to be converted to water and oxygen with the help of catalase. if not the cell will begin to excrete peroxide and damage the whole liver.	Science and Mathematics
can anyone tell me the best ways of making love with my partener? Answer: go an buy kamasutra book	Family and Relationships
how many galons are in a barrel of oil? Answer: 1 barrel = 42 US gallons (for oil). A drum is not the same - they are 55 gallons.  They still keep the same size of those drums because they are close to 200 litres.	Science and Mathematics
What is killagnt.exe? Answer: Server Hotfix. Try the link below might help a bit more.  Hope this helps.  Good Luck.	Computers and Internet
